Score,Route Travel Time,Number of pax served,Route,,,,
1.083333333,43,40, Jurong East MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Marymount MRT Station
1.083333333,43,40, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Marymount MRT Station
1.083333333,43,40,Chinese Garden MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
1.083333333,43,40, Jurong East MRT Station,  Beauty World MRT Station, Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.08,42,39,Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station,
1.08,42,39,Clementi MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.08,42,39, Woodlands MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.08,42,39, Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.08,42,39, Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Somerset MRT Station
1.08,42,39, Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.08,42,39, Pioneer MRT Station,  Chinese Garden MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.08,42,39, Jurong East MRT Station,  Chinese Garden MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.08,42,39,Woodlands MRT Station,  Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Bukit Panjang MRT Station,  Toa Payoh MRT Station
1.08,42,39, Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
1.08,42,39, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.08,42,39,Pioneer MRT Station,  Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
1.08,42,39, Chinese Garden MRT Station,  Jurong East MRT Station, Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
1.08,42,39, Jurong East MRT Station, Chinese Garden MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
1.08,48,44, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
1.08,48,44,Clementi MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.08,48,44, Beauty World MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.08,48,44, Yew Tee MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
1.08,48,44, Jurong East MRT Station,  Beauty World MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.08,48,44, Jurong East MRT Station, Bukit Panjang MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.076666667,41,38, Bukit Panjang MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,
1.076666667,41,38, Jurong East MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station
1.076666667,41,38, Chinese Garden MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station
1.076666667,41,38, Choa Chu Kang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.076666667,41,38, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station
1.076666667,41,38, Yew Tee MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
1.076666667,41,38, Yew Tee MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Serangoon MRT Station
1.076666667,41,38, Jurong East MRT Station,  Beauty World MRT Station, Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.076666667,47,43,Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station
1.076666667,47,43,Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station
1.076666667,47,43,Clementi MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.076666667,47,43,Clementi MRT Station,  Jurong East MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.076666667,47,43, Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
1.076666667,47,43, Pioneer MRT Station,  Bukit Panjang MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.076666667,47,43, Chinese Garden MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.076666667,47,43, Pioneer MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.076666667,47,43, Chinese Garden MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
1.076666667,47,43, Jurong East MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
1.076666667,47,43, Chinese Garden MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
1.076666667,47,43,Pioneer MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
1.076666667,47,43, Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station, Toa Payoh MRT Station
1.073333333,40,37, Yew Tee MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,
1.073333333,40,37, Yew Tee MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,
1.073333333,40,37, Yew Tee MRT Station, Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,
1.073333333,40,37, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.073333333,40,37, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.073333333,40,37, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.073333333,40,37, Jurong East MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.073333333,40,37, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.073333333,40,37, Yew Tee MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
1.073333333,40,37, Jurong East MRT Station,  Chinese Garden MRT Station,  Beauty World MRT Station, Toa Payoh MRT Station,  Ang Mo Kio MRT Station
1.073333333,46,42,Clementi MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station,  Bishan MRT Station,  Marymount MRT Station
1.073333333,46,42, Pioneer MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
1.073333333,46,42, Chinese Garden MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.073333333,46,42, Beauty World MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
1.073333333,46,42, Pioneer MRT Station,  Chinese Garden MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
1.073333333,46,42, Pioneer MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.073333333,46,42, Pioneer MRT Station, Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.073333333,46,42,Choa Chu Kang MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
1.073333333,46,42,Choa Chu Kang MRT Station,  Chinese Garden MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.073333333,46,42,Choa Chu Kang MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.073333333,46,42,Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Somerset MRT Station
1.073333333,46,42, Yew Tee MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station, Toa Payoh MRT Station
1.073333333,46,42, Yew Tee MRT Station, Chinese Garden MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.073333333,46,42, Yew Tee MRT Station,  Beauty World MRT Station, Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.07,39,36, Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,
1.07,39,36, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,
1.07,39,36, Chinese Garden MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,
1.07,39,36,Bukit Panjang MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,
1.07,39,36, Beauty World MRT Station,  Somerset MRT Station, Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,
1.07,39,36,Clementi MRT Station,  Marymount MRT Station,  Bishan MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.07,39,36,Clementi MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.07,39,36, Choa Chu Kang MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.07,39,36, Chinese Garden MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.07,39,36, Jurong East MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.07,39,36, Beauty World MRT Station,  Somerset MRT Station, Bishan MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
1.07,39,36, Yew Tee MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.07,45,41, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station
1.07,45,41, Jurong East MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.07,45,41, Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Somerset MRT Station
1.07,45,41, Choa Chu Kang MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.07,45,41, Yew Tee MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.07,45,41, Chinese Garden MRT Station,  Somerset MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.07,45,41, Jurong East MRT Station,  Somerset MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.07,45,41, Jurong East MRT Station, Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.07,45,41,Bukit Panjang MRT Station,  Chinese Garden MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.07,45,41, Pioneer MRT Station, Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.07,45,41,Chinese Garden MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
1.066666667,38,35,Choa Chu Kang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station,
1.066666667,38,35, Yew Tee MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station,
1.066666667,38,35, Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.066666667,44,40, Pioneer MRT Station, Clementi MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.066666667,44,40, Jurong East MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
1.066666667,44,40, Jurong East MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
1.066666667,44,40, Woodlands MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station
1.066666667,44,40, Woodlands MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Marymount MRT Station
1.066666667,44,40, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station
1.066666667,44,40, Jurong East MRT Station,  Chinese Garden MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.066666667,44,40, Pioneer MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.066666667,44,40,Woodlands MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
1.066666667,44,40, Bukit Panjang MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.066666667,44,40,Woodlands MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
1.066666667,44,40, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Toa Payoh MRT Station
1.066666667,44,40, Jurong East MRT Station,  Chinese Garden MRT Station, Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station
1.066666667,44,40,Choa Chu Kang MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.066666667,44,40,Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.066666667,44,40, Chinese Garden MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station, Toa Payoh MRT Station
1.066666667,44,40, Yew Tee MRT Station,  Beauty World MRT Station, Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.066666667,44,40, Jurong East MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station, Toa Payoh MRT Station
1.066666667,44,40, Jurong East MRT Station,  Beauty World MRT Station,  Somerset MRT Station, Ang Mo Kio MRT Station,  Marymount MRT Station
1.066666667,50,45,Clementi MRT Station,  Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.066666667,50,45, Pioneer MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
1.066666667,50,45, Yew Tee MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
1.063333333,49,44,Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station
1.063333333,49,44, Yew Tee MRT Station,  Bukit Panjang MRT Station, Clementi MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
1.063333333,49,44, Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Somerset MRT Station
1.063333333,49,44, Beauty World MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
1.063333333,49,44, Chinese Garden MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
1.063333333,43,39, Pioneer MRT Station, Clementi MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.063333333,43,39,Clementi MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.063333333,43,39, Jurong East MRT Station, Clementi MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
1.063333333,43,39, Yew Tee MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Marymount MRT Station
1.063333333,43,39, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Somerset MRT Station
1.063333333,43,39, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.063333333,43,39, Bukit Panjang MRT Station,  Beauty World MRT Station,  Somerset MRT Station, Bishan MRT Station,  Marymount MRT Station
1.063333333,43,39, Pioneer MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.063333333,43,39, Pioneer MRT Station,  Jurong East MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.063333333,43,39, Chinese Garden MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.063333333,43,39, Jurong East MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.063333333,43,39,Woodlands MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station
1.063333333,43,39,Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station,  Somerset MRT Station
1.063333333,43,39,Pioneer MRT Station,  Chinese Garden MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.06,42,38, Yew Tee MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,
1.06,42,38, Chinese Garden MRT Station, Clementi MRT Station,  Toa Payoh MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station
1.06,42,38, Jurong East MRT Station, Clementi MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station
1.06,42,38, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station
1.06,42,38, Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Somerset MRT Station
1.06,42,38, Yio Chu Kang MRT Station, Bishan MRT Station,  Marymount MRT Station,  Beauty World MRT Station,  Somerset MRT Station
